Adult;4;[sex, marital-status, race, native-country];occupation;13.3877;21.5072;8.1195
Adult;3;[sex, age, workclass];occupation;13.3877;24.7497;11.3620
Adult;3;[marital-status, race, workclass];occupation;13.3877;21.9946;8.6069
Adult;4;[sex, age, education, workclass];occupation;13.3877;31.4568;18.0691
Adult;3;[race, workclass, native-country];occupation;13.3877;19.5644;6.1766
Adult;2;[age, salary-class];occupation;13.3877;19.1466;5.7589
Adult;5;[sex, salary-class, education, race, native-country];occupation;13.3877;31.4734;18.0857
Adult;7;[sex, marital-status, age, salary-class, education, race, workclass];occupation;13.3877;32.3453;18.9576
Adult;4;[sex, marital-status, race, workclass];occupation;13.3877;24.5375;11.1498
Adult;3;[sex, workclass, native-country];occupation;13.3877;24.6104;11.2227
Adult;5;[sex, salary-class, education, workclass, native-country];occupation;13.3877;32.8692;19.4815
Adult;5;[marital-status, salary-class, education, workclass, native-country];occupation;13.3877;30.4721;17.0844
Adult;4;[marital-status, age, education, race];occupation;13.3877;26.3941;13.0064
Adult;5;[sex, marital-status, education, workclass, native-country];occupation;13.3877;32.8360;19.4483
Adult;4;[age, education, native-country, workclass];occupation;13.3877;26.7290;13.3413
Adult;4;[sex, marital-status, salary-class, workclass];occupation;13.3877;26.4008;13.0131
Adult;6;[marital-status, salary-class, education, race, native-country, workclass];occupation;13.3877;30.2632;16.8755
Adult;2;[sex, age];occupation;13.3877;21.5669;8.1792
Adult;2;[salary-class, race];occupation;13.3877;18.2846;4.8969
Adult;7;[sex, age, salary-class, education, race, workclass, native-country];occupation;13.3877;32.1464;18.7587
Adult;3;[sex, age, education];occupation;13.3877;30.0942;16.7065
Adult;4;[sex, salary-class, race, native-country];occupation;13.3877;24.4314;11.0437
Adult;4;[sex, marital-status, age, workclass];occupation;13.3877;24.6602;11.2725
Adult;4;[age, education, race, native-country];occupation;13.3877;25.3896;12.0019
Adult;6;[marital-status, age, salary-class, education, native-country, workclass];occupation;13.3877;28.6586;15.2709
Adult;4;[marital-status, age, salary-class, race];occupation;13.3877;22.1007;8.7130
Adult;6;[sex, marital-status, salary-class, education, native-country, workclass];occupation;13.3877;33.1875;19.7997
Adult;5;[marital-status, age, education, workclass, native-country];occupation;13.3877;28.4132;15.0255
Adult;7;[marital-status, age, salary-class, education, race, workclass, native-country];occupation;13.3877;28.6022;15.2145
Adult;4;[sex, marital-status, education, native-country];occupation;13.3877;31.2214;17.8337
Adult;4;[marital-status, age, salary-class, education];occupation;13.3877;26.8086;13.4209
Adult;5;[marital-status, age, salary-class, race, native-country];occupation;13.3877;22.2930;8.9052
Adult;3;[sex, age, race];occupation;13.3877;21.5768;8.1891
Adult;5;[marital-status, age, salary-class, education, workclass];occupation;13.3877;28.6619;15.2742
Adult;2;[native-country, workclass];occupation;13.3877;18.6791;5.2914
Adult;8;[sex, marital-status, age, salary-class, education, race, native-country, workclass];occupation;13.3877;32.4315;19.0438
Adult;4;[marital-status, age, race, native-country];occupation;13.3877;19.2328;5.8451
Adult;5;[sex, marital-status, race, workclass, native-country];occupation;13.3877;24.7431;11.3553
Adult;3;[age, race, native-country];occupation;13.3877;17.4723;4.0846
Adult;2;[marital-status, salary-class];occupation;13.3877;21.4807;8.0930
Adult;4;[age, education, race, workclass];occupation;13.3877;27.3191;13.9314
Adult;3;[age, education, race];occupation;13.3877;25.4459;12.0582
Adult;2;[marital-status, native-country];occupation;13.3877;18.1288;4.7411
Adult;2;[marital-status, workclass];occupation;13.3877;21.7293;8.3416
Adult;4;[sex, education, race, workclass];occupation;13.3877;32.6437;19.2560
Adult;6;[sex, marital-status, age, education, native-country, workclass];occupation;13.3877;32.4581;19.0704
Adult;4;[sex, race, native-country, workclass];occupation;13.3877;24.5707;11.1829
Adult;6;[sex, marital-status, salary-class, race, native-country, workclass];occupation;13.3877;26.4173;13.0296
Adult;2;[education, workclass];occupation;13.3877;27.1268;13.7391
Adult;7;[sex, marital-status, age, salary-class, education, race, native-country];occupation;13.3877;30.6976;17.3099
Adult;5;[sex, marital-status, age, race, native-country];occupation;13.3877;21.3580;7.9703
Adult;5;[marital-status, age, education, race, native-country];occupation;13.3877;26.4737;13.0860
Adult;5;[sex, marital-status, age, education, race];occupation;13.3877;30.6909;17.3032
Adult;5;[sex, marital-status, salary-class, education, race];occupation;13.3877;31.4833;18.0956
Adult;5;[sex, age, salary-class, race, workclass];occupation;13.3877;26.7224;13.3347
Adult;2;[age, education];occupation;13.3877;24.6370;11.2493
Adult;1;[sex];occupation;13.3877;20.9734;7.5857
Adult;3;[marital-status, education, workclass];occupation;13.3877;29.9052;16.5175
Adult;3;[sex, education, workclass];occupation;13.3877;32.5343;19.1466
Adult;4;[marital-status, age, education, workclass];occupation;13.3877;28.2839;14.8962
Adult;1;[salary-class];occupation;13.3877;17.1076;3.7199
Adult;5;[sex, marital-status, age, race, workclass];occupation;13.3877;24.5673;11.1796
Adult;5;[sex, marital-status, salary-class, education, native-country];occupation;13.3877;31.6690;18.2813
Adult;1;[education];occupation;13.3877;24.7530;11.3653
Adult;5;[sex, marital-status, age, salary-class, workclass];occupation;13.3877;26.4041;13.0164
Adult;6;[sex, marital-status, education, race, native-country, workclass];occupation;13.3877;33.0084;19.6207
Adult;1;[native-country];occupation;13.3877;14.3094;0.9217
Adult;3;[age, salary-class, native-country];occupation;13.3877;19.0339;5.6462
Adult;3;[marital-status, salary-class, education];occupation;13.3877;28.6354;15.2477
Adult;3;[salary-class, education, native-country];occupation;13.3877;26.2184;12.8307
Adult;6;[sex, marital-status, salary-class, education, race, workclass];occupation;13.3877;33.1642;19.7765
Adult;4;[marital-status, age, race, workclass];occupation;13.3877;22.1603;8.7726
Adult;5;[marital-status, age, salary-class, race, workclass];occupation;13.3877;24.3850;10.9973
Adult;4;[sex, age, race, workclass];occupation;13.3877;24.8359;11.4482
Adult;6;[age, salary-class, education, race, native-country, workclass];occupation;13.3877;27.1501;13.7623
Adult;2;[age, native-country];occupation;13.3877;16.8822;3.4945
Adult;6;[sex, age, salary-class, education, race, native-country];occupation;13.3877;30.7838;17.3961
Adult;4;[sex, salary-class, education, workclass];occupation;13.3877;32.7498;19.3621
Adult;4;[sex, salary-class, education, race];occupation;13.3877;31.3607;17.9729
Adult;4;[sex, education, race, native-country];occupation;13.3877;30.7340;17.3463
Adult;2;[sex, native-country];occupation;13.3877;21.3845;7.9968
Adult;5;[marital-status, age, race, workclass, native-country];occupation;13.3877;22.0211;8.6334
Adult;4;[marital-status, age, education, native-country];occupation;13.3877;26.4803;13.0926
Adult;3;[age, salary-class, education];occupation;13.3877;25.3929;12.0052
Adult;3;[sex, marital-status, race];occupation;13.3877;21.4011;8.0134
Adult;4;[sex, marital-status, salary-class, native-country];occupation;13.3877;24.3353;10.9475
Adult;5;[sex, age, race, workclass, native-country];occupation;13.3877;24.6038;11.2161
Adult;4;[sex, marital-status, education, workclass];occupation;13.3877;32.7233;19.3356
Adult;7;[sex, marital-status, age, salary-class, race, workclass, native-country];occupation;13.3877;26.0228;12.6351
Adult;3;[sex, salary-class, native-country];occupation;13.3877;24.3485;10.9608
Adult;3;[sex, salary-class, workclass];occupation;13.3877;26.2151;12.8274
Adult;2;[education, race];occupation;13.3877;25.3233;11.9355
Adult;7;[sex, marital-status, age, education, race, workclass, native-country];occupation;13.3877;32.3354;18.9477
Adult;6;[sex, marital-status, age, salary-class, education, race];occupation;13.3877;30.6445;17.2568
Adult;3;[marital-status, salary-class, workclass];occupation;13.3877;24.2424;10.8547
Adult;4;[marital-status, education, race, native-country];occupation;13.3877;28.0585;14.6708
Adult;4;[marital-status, salary-class, education, race];occupation;13.3877;28.4862;15.0985
Adult;5;[sex, marital-status, education, race, native-country];occupation;13.3877;31.1883;17.8005
Adult;3;[sex, salary-class, race];occupation;13.3877;24.3286;10.9409
Adult;4;[marital-status, salary-class, race, native-country];occupation;13.3877;21.9050;8.5173
Adult;4;[sex, salary-class, native-country, workclass];occupation;13.3877;26.4737;13.0860
Adult;3;[age, race, workclass];occupation;13.3877;20.4960;7.1083
Adult;6;[sex, marital-status, age, education, race, workclass];occupation;13.3877;32.3520;18.9643
Adult;6;[sex, marital-status, age, salary-class, education, workclass];occupation;13.3877;32.1663;18.7786
Adult;5;[sex, marital-status, age, salary-class, education];occupation;13.3877;30.2268;16.8391
Adult;6;[sex, age, salary-class, education, race, workclass];occupation;13.3877;32.2028;18.8151
Adult;5;[marital-status, salary-class, race, workclass, native-country];occupation;13.3877;24.5640;11.1763
Adult;4;[sex, marital-status, salary-class, race];occupation;13.3877;24.5939;11.2062
Adult;3;[sex, salary-class, education];occupation;13.3877;31.2247;17.8370
Adult;4;[marital-status, age, native-country, workclass];occupation;13.3877;22.3128;8.9251
Adult;3;[salary-class, workclass, native-country];occupation;13.3877;21.2983;7.9106
Adult;2;[age, race];occupation;13.3877;17.4591;4.0713
Adult;4;[age, salary-class, education, native-country];occupation;13.3877;25.4426;12.0549
Adult;2;[salary-class, workclass];occupation;13.3877;20.8342;7.4465
Adult;3;[age, education, native-country];occupation;13.3877;24.7464;11.3587
Adult;5;[sex, marital-status, salary-class, workclass, native-country];occupation;13.3877;26.2449;12.8572
Adult;6;[marital-status, age, salary-class, education, race, workclass];occupation;13.3877;28.5293;15.1416
Adult;3;[marital-status, age, workclass];occupation;13.3877;21.5403;8.1526
Adult;5;[marital-status, salary-class, education, race, native-country];occupation;13.3877;28.5624;15.1747
Adult;4;[age, salary-class, native-country, workclass];occupation;13.3877;22.4554;9.0677
Adult;4;[marital-status, race, native-country, workclass];occupation;13.3877;22.1404;8.7527
Adult;3;[sex, age, salary-class];occupation;13.3877;24.5574;11.1697
Adult;6;[sex, marital-status, age, education, race, native-country];occupation;13.3877;30.6876;17.2999
Adult;6;[sex, age, education, race, native-country, workclass];occupation;13.3877;32.4116;19.0239
Adult;5;[sex, age, salary-class, education, workclass];occupation;13.3877;31.8348;18.4471
Adult;5;[marital-status, education, race, workclass, native-country];occupation;13.3877;29.9881;16.6004
Adult;5;[sex, marital-status, salary-class, education, workclass];occupation;13.3877;32.9819;19.5942
Adult;4;[marital-status, age, salary-class, native-country];occupation;13.3877;21.9647;8.5770
Adult;4;[marital-status, salary-class, education, workclass];occupation;13.3877;30.2599;16.8722
Adult;3;[marital-status, salary-class, native-country];occupation;13.3877;21.3414;7.9537
Adult;4;[marital-status, salary-class, race, workclass];occupation;13.3877;24.4546;11.0669
Adult;3;[marital-status, age, race];occupation;13.3877;18.9676;5.5799
Adult;2;[salary-class, education];occupation;13.3877;26.1455;12.7578
Adult;4;[sex, age, salary-class, native-country];occupation;13.3877;24.5309;11.1432
Adult;5;[sex, education, race, workclass, native-country];occupation;13.3877;32.7233;19.3356
Adult;5;[sex, age, education, workclass, native-country];occupation;13.3877;32.2326;18.8449
Adult;5;[age, salary-class, education, race, native-country];occupation;13.3877;25.5122;12.1245
Adult;3;[marital-status, education, native-country];occupation;13.3877;28.0187;14.6310
Adult;5;[age, salary-class, education, workclass, native-country];occupation;13.3877;26.9147;13.5270
Adult;3;[marital-status, workclass, native-country];occupation;13.3877;21.8885;8.5008
Adult;4;[sex, salary-class, race, workclass];occupation;13.3877;26.3510;12.9633
Adult;2;[sex, marital-status];occupation;13.3877;20.9900;7.6023
Adult;3;[sex, race, native-country];occupation;13.3877;21.1989;7.8112
Adult;5;[sex, marital-status, education, race, workclass];occupation;13.3877;32.9753;19.5876
Adult;4;[sex, age, education, race];occupation;13.3877;30.2732;16.8855
Adult;4;[marital-status, salary-class, native-country, workclass];occupation;13.3877;24.3485;10.9608
Adult;5;[age, education, race, workclass, native-country];occupation;13.3877;27.2694;13.8817
Adult;5;[age, salary-class, race, workclass, native-country];occupation;13.3877;22.7538;9.3661
Adult;5;[sex, age, salary-class, education, race];occupation;13.3877;30.7075;17.3198
Adult;3;[salary-class, education, workclass];occupation;13.3877;28.3403;14.9526
Adult;5;[sex, salary-class, race, workclass, native-country];occupation;13.3877;26.5168;13.1291
Adult;5;[sex, marital-status, age, salary-class, native-country];occupation;13.3877;24.0965;10.7088
Adult;2;[race, workclass];occupation;13.3877;19.1135;5.7257
Adult;5;[salary-class, education, race, workclass, native-country];occupation;13.3877;28.6088;15.2211
Adult;2;[marital-status, age];occupation;13.3877;18.4769;5.0892
Adult;4;[sex, age, salary-class, workclass];occupation;13.3877;26.3278;12.9401
Adult;5;[sex, age, salary-class, workclass, native-country];occupation;13.3877;26.6793;13.2916
Adult;5;[sex, age, salary-class, education, native-country];occupation;13.3877;30.7307;17.3430
Adult;3;[marital-status, age, education];occupation;13.3877;26.8019;13.4142
Adult;3;[sex, age, native-country];occupation;13.3877;21.6100;8.2223
Adult;4;[age, race, native-country, workclass];occupation;13.3877;20.6087;7.2210
Adult;4;[education, race, native-country, workclass];occupation;13.3877;27.6441;14.2563
Adult;6;[marital-status, age, salary-class, race, native-country, workclass];occupation;13.3877;24.3220;10.9343
Adult;4;[salary-class, education, race, native-country];occupation;13.3877;26.7522;13.3645
Adult;1;[race];occupation;13.3877;14.7537;1.3660
Adult;6;[sex, marital-status, age, salary-class, race, native-country];occupation;13.3877;24.0733;10.6856
Adult;3;[marital-status, salary-class, race];occupation;13.3877;21.7525;8.3648
Adult;5;[sex, marital-status, age, workclass, native-country];occupation;13.3877;24.4281;11.0404
Adult;4;[marital-status, age, salary-class, workclass];occupation;13.3877;23.8214;10.4337
Adult;2;[sex, workclass];occupation;13.3877;24.3253;10.9376
Adult;5;[sex, age, education, race, workclass];occupation;13.3877;32.2624;18.8747
Adult;1;[age];occupation;13.3877;16.8954;3.5077
Adult;3;[sex, marital-status, workclass];occupation;13.3877;24.3618;10.9741
Adult;4;[age, salary-class, race, workclass];occupation;13.3877;22.7438;9.3561
Adult;4;[sex, marital-status, age, race];occupation;13.3877;21.6862;8.2985
Adult;4;[age, salary-class, race, native-country];occupation;13.3877;19.5544;6.1667
Adult;4;[age, salary-class, education, race];occupation;13.3877;25.6216;12.2339
Adult;4;[salary-class, education, native-country, workclass];occupation;13.3877;28.4000;15.0123
Adult;7;[sex, marital-status, age, salary-class, education, workclass, native-country];occupation;13.3877;32.3122;18.9245
Adult;6;[sex, marital-status, age, salary-class, race, workclass];occupation;13.3877;26.1621;12.7744
Adult;5;[sex, marital-status, age, education, native-country];occupation;13.3877;30.6876;17.2999
Adult;3;[age, salary-class, race];occupation;13.3877;19.6837;6.2960
Adult;5;[marital-status, age, education, race, workclass];occupation;13.3877;28.4398;15.0521
Adult;4;[sex, age, salary-class, education];occupation;13.3877;30.1804;16.7927
Adult;4;[sex, marital-status, age, native-country];occupation;13.3877;21.5072;8.1195
Adult;5;[marital-status, age, salary-class, education, native-country];occupation;13.3877;26.8318;13.4441
Adult;5;[sex, marital-status, age, salary-class, race];occupation;13.3877;24.2689;10.8812
Adult;5;[sex, age, education, race, native-country];occupation;13.3877;30.5683;17.1806
Adult;4;[sex, age, salary-class, race];occupation;13.3877;24.7862;11.3984
Adult;2;[sex, education];occupation;13.3877;30.6213;17.2336
Adult;4;[salary-class, race, native-country, workclass];occupation;13.3877;21.8553;8.4676
Adult;6;[sex, marital-status, age, salary-class, education, native-country];occupation;13.3877;30.6810;17.2933
Adult;3;[sex, marital-status, age];occupation;13.3877;21.6730;8.2853
Adult;4;[sex, age, education, native-country];occupation;13.3877;30.2500;16.8623
Adult;3;[age, salary-class, workclass];occupation;13.3877;22.1305;8.7428
Adult;6;[marital-status, age, salary-class, education, race, native-country];occupation;13.3877;26.6992;13.3115
Adult;3;[sex, marital-status, education];occupation;13.3877;31.0457;17.6580
Adult;4;[sex, education, native-country, workclass];occupation;13.3877;32.6702;19.2825
Adult;2;[marital-status, race];occupation;13.3877;17.8669;4.4791
Adult;5;[sex, age, salary-class, race, native-country];occupation;13.3877;24.6900;11.3023
Adult;6;[sex, age, salary-class, education, native-country, workclass];occupation;13.3877;32.3122;18.9245
Adult;3;[marital-status, age, salary-class];occupation;13.3877;21.3779;7.9902
Adult;4;[sex, marital-status, salary-class, education];occupation;13.3877;31.4137;18.0260
Adult;3;[marital-status, age, native-country];occupation;13.3877;18.9908;5.6031
Adult;4;[salary-class, education, race, workclass];occupation;13.3877;28.6420;15.2543
Adult;6;[marital-status, age, education, race, native-country, workclass];occupation;13.3877;28.5226;15.1349
Adult;1;[marital-status];occupation;13.3877;17.7376;4.3498
Adult;6;[sex, age, salary-class, race, native-country, workclass];occupation;13.3877;26.6726;13.2849
Adult;4;[sex, salary-class, education, native-country];occupation;13.3877;31.3341;17.9464
Adult;3;[sex, marital-status, native-country];occupation;13.3877;21.3580;7.9703
Adult;6;[sex, marital-status, age, salary-class, native-country, workclass];occupation;13.3877;26.3477;12.9600
Adult;3;[education, race, native-country];occupation;13.3877;25.2636;11.8759
Adult;3;[sex, education, race];occupation;13.3877;30.6843;17.2966
Adult;3;[salary-class, education, race];occupation;13.3877;26.8417;13.4540
Adult;4;[sex, age, race, native-country];occupation;13.3877;21.7824;8.3947
Adult;5;[sex, salary-class, education, race, workclass];occupation;13.3877;32.9587;19.5710
Adult;3;[sex, education, native-country];occupation;13.3877;30.7606;17.3729
Adult;3;[education, workclass, native-country];occupation;13.3877;27.3225;13.9348
Adult;5;[marital-status, salary-class, education, race, workclass];occupation;13.3877;30.1538;16.7661
Adult;2;[age, workclass];occupation;13.3877;20.3501;6.9624
Adult;5;[age, salary-class, education, race, workclass];occupation;13.3877;27.5081;14.1204
Adult;4;[sex, age, native-country, workclass];occupation;13.3877;24.7629;11.3752
Adult;5;[marital-status, age, salary-class, workclass, native-country];occupation;13.3877;23.8081;10.4204
Adult;3;[marital-status, education, race];occupation;13.3877;27.9657;14.5779
Adult;3;[salary-class, race, workclass];occupation;13.3877;21.5470;8.1593
Adult;3;[marital-status, race, native-country];sex;67.5685;73.3207;5.7523
Adult;4;[marital-status, salary-class, education, native-country];sex;67.5685;73.4434;5.8749
Adult;5;[occupation, age, education, race, workclass];sex;67.5685;74.0501;6.4817
Adult;5;[occupation, age, education, workclass, native-country];sex;67.5685;74.1198;6.5513
Adult;6;[occupation, marital-status, age, education, native-country, workclass];sex;67.5685;78.7348;11.1664
Adult;3;[occupation, race, workclass];sex;67.5685;73.7915;6.2231
Adult;5;[occupation, salary-class, race, workclass, native-country];sex;67.5685;74.8127;7.2442
Adult;4;[occupation, salary-class, race, workclass];sex;67.5685;74.5740;7.0055
Adult;4;[occupation, salary-class, education, native-country];sex;67.5685;74.4612;6.8928
Adult;3;[occupation, salary-class, workclass];sex;67.5685;73.9573;6.3888
Adult;6;[occupation, salary-class, education, race, native-country, workclass];sex;67.5685;74.7298;7.1613
Adult;5;[occupation, age, salary-class, education, workclass];sex;67.5685;74.4579;6.8895
Adult;5;[occupation, marital-status, education, race, workclass];sex;67.5685;79.1692;11.6007
Adult;4;[marital-status, education, native-country, workclass];sex;67.5685;73.6224;6.0540
Adult;2;[marital-status, education];sex;67.5685;72.9063;5.3378
Adult;1;[workclass];sex;67.5685;67.5685;0.0000
Adult;3;[education, race, workclass];sex;67.5685;67.6381;0.0696
Adult;3;[salary-class, race, native-country];sex;67.5685;68.1553;0.5868
Adult;5;[occupation, marital-status, education, race, native-country];sex;67.5685;78.6685;11.1001
Adult;5;[occupation, marital-status, salary-class, education, native-country];sex;67.5685;78.9205;11.3520
Adult;2;[education, native-country];sex;67.5685;67.5685;0.0000
Adult;5;[marital-status, age, salary-class, education, race];sex;67.5685;73.2809;5.7125
Adult;6;[occupation, marital-status, age, salary-class, education, native-country];sex;67.5685;78.6851;11.1166
Adult;7;[occupation, marital-status, age, education, race, workclass, native-country];sex;67.5685;78.7448;11.1763
Adult;3;[age, education, workclass];sex;67.5685;67.5685;0.0000
Adult;3;[age, workclass, native-country];sex;67.5685;67.5685;0.0000
Adult;3;[occupation, age, workclass];sex;67.5685;74.2822;6.7137
Adult;7;[occupation, marital-status, age, salary-class, education, race, native-country];sex;67.5685;78.7083;11.1398
Adult;6;[occupation, marital-status, education, race, native-country, workclass];sex;67.5685;79.0200;11.4515
Adult;4;[marital-status, education, race, workclass];sex;67.5685;73.5594;5.9910
Adult;5;[occupation, marital-status, salary-class, education, workclass];sex;67.5685;79.2123;11.6438
Adult;2;[race, native-country];sex;67.5685;67.5685;0.0000
Adult;5;[occupation, age, race, workclass, native-country];sex;67.5685;74.4414;6.8729
Adult;4;[age, salary-class, education, workclass];sex;67.5685;67.5685;0.0000
Adult;4;[occupation, marital-status, education, workclass];sex;67.5685;79.0001;11.4316
Adult;2;[occupation, salary-class];sex;67.5685;73.5793;6.0109
Adult;4;[occupation, marital-status, education, race];sex;67.5685;78.8011;11.2327
Adult;2;[salary-class, native-country];sex;67.5685;67.5685;0.0000
Adult;5;[occupation, education, race, workclass, native-country];sex;67.5685;74.1629;6.5944
Adult;3;[marital-status, race, workclass];sex;67.5685;73.5197;5.9512
Adult;3;[race, workclass, native-country];sex;67.5685;67.5220;-0.0464
Adult;4;[occupation, marital-status, education, native-country];sex;67.5685;78.5558;10.9873
Adult;2;[age, salary-class];sex;67.5685;67.5685;0.0000
Adult;2;[occupation, marital-status];sex;67.5685;78.3403;10.7718
Adult;7;[occupation, marital-status, age, salary-class, education, workclass, native-country];sex;67.5685;78.6984;11.1299
Adult;6;[occupation, marital-status, age, salary-class, education, workclass];sex;67.5685;78.5923;11.0238
Adult;6;[occupation, marital-status, age, education, race, workclass];sex;67.5685;78.7647;11.1962
Adult;5;[marital-status, salary-class, education, workclass, native-country];sex;67.5685;73.9308;6.3623
Adult;4;[marital-status, age, education, race];sex;67.5685;72.7936;5.2251
Adult;4;[age, education, native-country, workclass];sex;67.5685;67.5685;0.0000
Adult;3;[occupation, workclass, native-country];sex;67.5685;73.9573;6.3888
Adult;3;[occupation, marital-status, workclass];sex;67.5685;78.7879;11.2194
Adult;6;[marital-status, salary-class, education, race, native-country, workclass];sex;67.5685;74.1430;6.5745
Adult;2;[salary-class, race];sex;67.5685;68.1553;0.5868
Adult;4;[occupation, age, salary-class, education];sex;67.5685;74.4447;6.8762
Adult;4;[age, education, race, native-country];sex;67.5685;67.4988;-0.0696
Adult;6;[marital-status, age, salary-class, education, native-country, workclass];sex;67.5685;73.7086;6.1402
Adult;6;[occupation, marital-status, age, salary-class, education, race];sex;67.5685;78.7415;11.1730
Adult;5;[occupation, marital-status, age, salary-class, race];sex;67.5685;78.8674;11.2990
Adult;4;[occupation, age, education, race];sex;67.5685;73.8413;6.2728
Adult;4;[marital-status, age, salary-class, race];sex;67.5685;73.3473;5.7788
Adult;4;[occupation, marital-status, age, native-country];sex;67.5685;78.5425;10.9741
Adult;3;[occupation, age, race];sex;67.5685;73.7418;6.1733
Adult;5;[marital-status, age, education, workclass, native-country];sex;67.5685;73.5594;5.9910
Adult;7;[marital-status, age, salary-class, education, race, workclass, native-country];sex;67.5685;73.7749;6.2065
Adult;4;[occupation, race, native-country, workclass];sex;67.5685;74.0103;6.4419
Adult;4;[marital-status, age, salary-class, education];sex;67.5685;73.1318;5.5633
Adult;5;[marital-status, age, salary-class, race, native-country];sex;67.5685;73.3937;5.8252
Adult;5;[marital-status, age, salary-class, education, workclass];sex;67.5685;73.5329;5.9645
Adult;7;[occupation, age, salary-class, education, race, workclass, native-country];sex;67.5685;74.8889;7.3205
Adult;4;[occupation, education, native-country, workclass];sex;67.5685;74.0634;6.4949
Adult;2;[native-country, workclass];sex;67.5685;67.5685;0.0000
Adult;4;[marital-status, age, race, native-country];sex;67.5685;72.9925;5.4240
Adult;2;[occupation, workclass];sex;67.5685;73.6655;6.0971
Adult;6;[occupation, marital-status, salary-class, education, race, workclass];sex;67.5685;79.5405;11.9720
Adult;3;[age, race, native-country];sex;67.5685;67.5685;0.0000
Adult;5;[occupation, marital-status, salary-class, workclass, native-country];sex;67.5685;79.1261;11.5576
Adult;2;[marital-status, salary-class];sex;67.5685;73.3738;5.8053
Adult;4;[age, education, race, workclass];sex;67.5685;67.4955;-0.0729
Adult;3;[age, education, race];sex;67.5685;67.4988;-0.0696
Adult;4;[occupation, marital-status, salary-class, race];sex;67.5685;78.7580;11.1896
Adult;6;[occupation, marital-status, age, education, race, native-country];sex;67.5685;78.6221;11.0536
Adult;5;[occupation, marital-status, education, workclass, native-country];sex;67.5685;78.8940;11.3255
Adult;2;[marital-status, native-country];sex;67.5685;72.9925;5.4240
Adult;3;[occupation, marital-status, education];sex;67.5685;78.5856;11.0172
Adult;3;[occupation, education, race];sex;67.5685;73.6025;6.0341
Adult;2;[marital-status, workclass];sex;67.5685;73.4235;5.8550
Adult;6;[occupation, marital-status, age, race, native-country, workclass];sex;67.5685;78.7812;11.2128
Adult;4;[occupation, marital-status, age, education];sex;67.5685;78.5624;10.9940
Adult;4;[occupation, age, race, workclass];sex;67.5685;74.2159;6.6474
Adult;2;[education, workclass];sex;67.5685;67.5685;0.0000
Adult;4;[occupation, marital-status, salary-class, education];sex;67.5685;79.0531;11.4846
Adult;5;[marital-status, age, education, race, native-country];sex;67.5685;72.9759;5.4075
Adult;5;[occupation, salary-class, education, race, workclass];sex;67.5685;74.6171;7.0486
Adult;2;[age, education];sex;67.5685;67.5685;0.0000
Adult;3;[marital-status, education, workclass];sex;67.5685;73.5263;5.9578
Adult;4;[occupation, marital-status, salary-class, native-country];sex;67.5685;78.8111;11.2426
Adult;4;[marital-status, age, education, workclass];sex;67.5685;73.3605;5.7921
Adult;1;[salary-class];sex;67.5685;67.5685;0.0000
Adult;1;[education];sex;67.5685;67.5685;0.0000
