;;;Info Loss
0.05;Fars;[k, d, t];0.4438068490466893
0.05;Atus;[k];0.08694143860495784
0.05;Atus;[l];0.15693658685269063
0.05;Atus;[t];0.524142280027659
0.05;Atus;[d];0.4479652784586754
0.05;Atus;[k, l];0.15438812954364556
0.05;Atus;[k, t];0.524142280027659
0.05;Atus;[k, d];0.2401465588124836
0.05;Atus;[d, l];0.21988098622355112
0.05;Atus;[d, t];0.6208284148680607
0.05;Atus;[k, d, l];0.2572945874248449
0.05;Atus;[k, d, t];0.5646841132252007
0.05;Ihis;[k];0.13224339575428812
0.05;Ihis;[l];0.05613718696309067
0.05;Ihis;[t];0.34758467158548534
0.05;Ihis;[d];0.37323871844561807
0.05;Ihis;[k, l];0.06113843880379832
0.05;Ihis;[k, t];0.34758467158548534
0.05;Ihis;[k, d];0.2249712671935764
0.05;Ihis;[d, l];0.14267639342632243
0.05;Ihis;[d, t];0.42048566558648304
0.05;Ihis;[k, d, l];0.15404131457395165
0.05;Ihis;[k, d, t];0.42048566558648304
0.05;ACS13;[k];0.051723929181826334
0.05;ACS13;[l];0.818862014804886
0.05;ACS13;[t];0.051800505117410856
0.05;ACS13;[d];0.3849203384056017
0.05;ACS13;[k, l];0.818862014804886
0.05;ACS13;[k, t];0.09715309187297394
0.05;ACS13;[k, d];0.16890014423690936
0.05;ACS13;[d, l];-1.0
0.05;ACS13;[d, t];0.47236493230856325
0.05;ACS13;[k, d, l];-1.0
0.05;ACS13;[k, d, t];0.26529911830296005
0.1;Adult;[k];0.2137991183796728
0.1;Adult;[l];0.1692798985332491
0.1;Adult;[t];0.5603677705988503
0.1;Adult;[d];0.5641726346982812
0.1;Adult;[k, l];0.18245708980766917
0.1;Adult;[k, t];0.5603677705988503
0.1;Adult;[k, d];0.35871697241393075
0.1;Adult;[d, l];0.29735988521027434
0.1;Adult;[d, t];0.7104658343268866
0.1;Adult;[k, d, l];0.30506642263716155
0.1;Adult;[k, d, t];0.6807122465009492
0.1;Cup;[k];0.15591921173643053
0.1;Cup;[l];0.1296189942919681
0.1;Cup;[t];0.215580067870204
0.1;Cup;[d];0.7671010295361715
0.1;Cup;[k, l];0.14404917038305665
0.1;Cup;[k, t];0.215580067870204
0.1;Cup;[k, d];0.2735326406872103
0.1;Cup;[d, l];0.2652248067872436
0.1;Cup;[d, t];0.7363317045969289
0.1;Cup;[k, d, l];0.27801159830907474
0.1;Cup;[k, d, t];0.36107861256833296
0.1;Fars;[k];0.15285378029058072
0.1;Fars;[l];0.09987780486248954
0.1;Fars;[t];0.30258618481494604
0.1;Fars;[d];0.7127720645105469
0.1;Fars;[k, l];0.11844257285803628
0.1;Fars;[k, t];0.30258618481494604
0.1;Fars;[k, d];0.259543617918111
0.1;Fars;[d, l];0.1935238993533872
0.1;Fars;[d, t];0.7131572838430016
0.1;Fars;[k, d, l];0.19715690337413738
0.1;Fars;[k, d, t];0.4150324331978643
0.1;Atus;[k];0.0974443801484286
0.1;Atus;[l];0.15693658685269063
0.1;Atus;[t];0.48254652304742196
0.1;Atus;[d];0.4479652784586754
0.1;Atus;[k, l];0.16231090221120859
0.1;Atus;[k, t];0.48254652304742196
0.1;Atus;[k, d];0.1824174277367887
0.1;Atus;[d, l];0.20570736284228164
0.1;Atus;[d, t];0.5692793059258248
0.1;Atus;[k, d, l];0.19065068743897973
0.1;Atus;[k, d, t];0.5289077727807701
0.1;Ihis;[k];0.13324788168606472
0.1;Ihis;[l];0.06827854337511563
0.1;Ihis;[t];0.32682762642510355
0.1;Ihis;[d];0.37323871844561807
0.1;Ihis;[k, l];0.08157916668965837
0.1;Ihis;[k, t];0.32682762642510355
0.1;Ihis;[k, d];0.21635037182236605
0.1;Ihis;[d, l];0.1349018493431864
0.1;Ihis;[d, t];0.42048566558648304
0.1;Ihis;[k, d, l];0.14347182299755246
0.1;Ihis;[k, d, t];0.376156872843193
0.1;ACS13;[k];0.051723929181826334
0.1;ACS13;[l];0.6858918719010809
0.1;ACS13;[t];0.051800505117410856
0.1;ACS13;[d];0.3849203384056017
0.1;ACS13;[k, l];0.6858918719010809
0.1;ACS13;[k, t];0.09715309187297394
0.1;ACS13;[k, d];0.1328383551682879
0.1;ACS13;[d, l];-1.0
0.1;ACS13;[d, t];0.47236493230856325
0.1;ACS13;[k, d, l];-1.0
0.1;ACS13;[k, d, t];0.22708172370787905
0.5;Adult;[k];0.32671380822961926
0.5;Adult;[l];0.23441433249602128
0.5;Adult;[t];0.5261245922172066
0.5;Adult;[d];0.5641726346982812
0.5;Adult;[k, l];0.25928496559041236
0.5;Adult;[k, t];0.5261245922172066
0.5;Adult;[k, d];0.37677337731361993
0.5;Adult;[d, l];0.32848809496536124
0.5;Adult;[d, t];0.7104658343268866
0.5;Adult;[k, d, l];0.33182867709899333
0.5;Adult;[k, d, t];0.604545354221435
0.5;Cup;[k];0.32262066616758545
0.5;Cup;[l];0.1953417960194821
0.5;Cup;[t];0.3337502493023814
0.5;Cup;[d];0.7671010295361715
0.5;Cup;[k, l];0.2057398317748922
0.5;Cup;[k, t];0.3337502493023814
0.5;Cup;[k, d];0.3494116070734785
0.5;Cup;[d, l];0.33883508283446884
0.5;Cup;[d, t];0.7363317045969289
0.5;Cup;[k, d, l];0.34957452939237244
0.5;Cup;[k, d, t];0.3739394653492827
0.5;Fars;[k];0.25929058940084926
0.5;Fars;[l];0.14229599478146193
0.5;Fars;[t];0.37388223995653047
0.5;Fars;[d];0.7127720645105469
0.5;Fars;[k, l];0.1744717565777103
0.5;Fars;[k, t];0.37388223995653047
0.5;Fars;[k, d];0.27773032724614666
0.5;Fars;[d, l];0.28221345785232477
0.5;Fars;[d, t];0.7131572838430016
0.5;Fars;[k, d, l];0.28245842703458846
0.5;Fars;[k, d, t];0.3957937257143975
0.5;Atus;[k];0.12005141230751248
0.5;Atus;[l];0.31725695966158485
0.5;Atus;[t];0.4498137827940105
0.5;Atus;[d];0.4479652784586754
0.5;Atus;[k, l];0.31927515554114594
0.5;Atus;[k, t];0.4498264348374903
0.5;Atus;[k, d];0.2579335590616687
0.5;Atus;[d, l];0.34409272522746304
0.5;Atus;[d, t];0.5692793059258248
0.5;Atus;[k, d, l];0.3478262790309279
0.5;Atus;[k, d, t];0.4717416333273632
0.5;Ihis;[k];0.20164018298925557
0.5;Ihis;[l];0.2003379382583319
0.5;Ihis;[t];0.33127005668707943
0.5;Ihis;[d];0.37323871844561807
0.5;Ihis;[k, l];0.1490578454179774
0.5;Ihis;[k, t];0.33127005668707943
0.5;Ihis;[k, d];0.25371618470542456
0.5;Ihis;[d, l];0.16563836243373498
0.5;Ihis;[d, t];0.42048566558648304
0.5;Ihis;[k, d, l];0.17336508780490334
0.5;Ihis;[k, d, t];0.3501998710740326
0.5;ACS13;[k];0.051723929181826334
0.5;ACS13;[l];0.6002364874044095
0.5;ACS13;[t];0.33813156569088254
0.5;ACS13;[d];0.3849203384056017
0.5;ACS13;[k, l];0.6002364874044095
0.5;ACS13;[k, t];0.32779159329375473
0.5;ACS13;[k, d];0.15019530655642854
0.5;ACS13;[d, l];0.5756544585780461
0.5;ACS13;[d, t];0.5540887661987781
0.5;ACS13;[k, d, l];0.5756544585780461
0.5;ACS13;[k, d, t];0.4762255028553619
1.0;Adult;[k];0.32671380822961926
1.0;Adult;[l];0.23441433249602128
1.0;Adult;[t];0.6742292575813422
1.0;Adult;[d];0.5641726346982812
1.0;Adult;[k, l];0.25928496559041236
1.0;Adult;[k, t];0.6742292575813422
1.0;Adult;[k, d];0.4594223863809672
1.0;Adult;[d, l];0.32848809496536124
1.0;Adult;[d, t];0.7326595836045717
1.0;Adult;[k, d, l];0.3331663098510109
1.0;Adult;[k, d, t];0.7753062886912836
1.0;Cup;[k];0.9340581552071556
1.0;Cup;[l];0.3429675452453125
1.0;Cup;[t];0.7031390869164682
1.0;Cup;[d];0.7671010295361715
1.0;Cup;[k, l];0.38330093440026314
1.0;Cup;[k, t];0.7031390869164682
1.0;Cup;[k, d];0.9987716708698
1.0;Cup;[d, l];0.709652572602469
1.0;Cup;[d, t];0.7363317045969289
1.0;Cup;[k, d, l];0.7724375555129748
1.0;Cup;[k, d, t];0.9782380991474278
1.0;Fars;[k];0.25929058940084926
1.0;Fars;[l];0.14229599478146193
1.0;Fars;[t];0.37388223995653047
1.0;Fars;[d];0.7127720645105469
1.0;Fars;[k, l];0.1744717565777103
1.0;Fars;[k, t];0.37388223995653047
1.0;Fars;[k, d];0.3769149753831269
1.0;Fars;[d, l];0.28221345785232477
1.0;Fars;[d, t];0.7131572838430016
1.0;Fars;[k, d, l];0.28245842703458846
1.0;Fars;[k, d, t];0.3957937257143975
1.0;Atus;[k];0.12005141230751248
1.0;Atus;[l];0.31725695966158485
1.0;Atus;[t];0.4498137827940105
1.0;Atus;[d];0.4479652784586754
1.0;Atus;[k, l];0.31927515554114594
1.0;Atus;[k, t];0.4498264348374903
1.0;Atus;[k, d];0.2579335590616687
1.0;Atus;[d, l];0.34409272522746304
1.0;Atus;[d, t];0.5692793059258248
1.0;Atus;[k, d, l];0.3478262790309279
1.0;Atus;[k, d, t];0.544682328897544
1.0;Ihis;[k];0.21984256939742175
1.0;Ihis;[l];0.2003379382583319
1.0;Ihis;[t];0.8006703108388489
1.0;Ihis;[d];0.37323871844561807
1.0;Ihis;[k, l];0.20226306831446128
1.0;Ihis;[k, t];0.8006703108388489
1.0;Ihis;[k, d];0.3788627077850788
1.0;Ihis;[d, l];0.2412285036354338
1.0;Ihis;[d, t];0.42048566558648304
1.0;Ihis;[k, d, l];0.24813047805267474
1.0;Ihis;[k, d, t];0.9902070453022578
1.0;ACS13;[k];0.051723929181826334
1.0;ACS13;[l];0.798142810855216
1.0;ACS13;[t];0.4940429772456072
1.0;ACS13;[d];0.3849203384056017
1.0;ACS13;[k, l];0.7991226829778619
1.0;ACS13;[k, t];0.49468715652916173
1.0;ACS13;[k, d];0.15019530655642854
1.0;ACS13;[d, l];0.834597066225816
1.0;ACS13;[d, t];0.5751436485283723
1.0;ACS13;[k, d, l];0.8367583454983027
1.0;ACS13;[k, d, t];0.4997222209071468
