Cup;3;[ZIP, NGIFTALL, GENDER];STATE;16.7809;92.4497
Cup;3;[MINRAMNT, ZIP, AGE];STATE;16.7809;92.4497
Cup;3;[ZIP, GENDER, INCOME];STATE;16.7809;92.4497
Cup;3;[MINRAMNT, ZIP, GENDER];STATE;16.7809;92.4497
Cup;3;[ZIP, AGE, GENDER];STATE;16.7809;92.4497
Cup;2;[AGE, INCOME];GENDER;54.4632;54.4632
Adult;2;[marital-status, salary-class];native-country;91.1876;91.1876
Atus;2;[Citizenship status, Sex];Labor force status;84.1039;84.1039
Ihis;2;[SEX, RACEA];PERNUM;38.6646;39.3102
Ihis;2;[AGE, MARSTAT];QUARTER;26.2411;26.608
Atus;2;[Marital status, Citizenship status];Birthplace;85.0484;91.4194
Atus;2;[Age, Citizenship status];Birthplace;85.0484;91.4163
Adult;2;[marital-status, age];sex;67.5685;72.7936
ACS13;2;[Workclass, Income];Education;17.5817;23.7876
Fars;2;[ideathday, irace];ideathmon;57.2159;62.3022
ACS13;2;[Weight, Income];Marital status;44.6111;59.5649
Atus;2;[Birthplace, Age];Citizenship status;85.0525;95.5131
ACS13;2;[Education, Weight];Age;1.7737;13.02
ACS13;2;[Education, Income];Age;1.7737;14.2597
Ihis;2;[AGE, RACEA];PERNUM;38.6646;50.3491
ACS13;2;[Age, Workclass];Education;17.5817;36.5937
ACS13;2;[Age, Marital status];Education;17.5817;35.9345
Atus;2;[Age, Region];Marital status;38.4143;57.7527
Ihis;2;[YEAR, RACEA];MARSTAT;23.6195;42.1337
ACS13;2;[Education, Income];Workclass;40.0276;59.1517
Fars;2;[ideathmon, isex];iinjury;42.7841;64.029
Atus;2;[Age, Citizenship status];Marital status;38.4143;58.4779
Fars;2;[ideathday, ihispanic];iinjury;42.7841;64.029
Fars;2;[iage, irace];iinjury;42.7841;64.029
Ihis;2;[PERNUM, RACEA];MARSTAT;23.6195;44.0847
ACS13;2;[Age, Sex];Workclass;40.0276;65.618
Atus;2;[Age, Marital status];Sex;48.1711;76.1446
ACS13;2;[Age, Income];Workclass;40.0276;65.5642
Atus;2;[Age, Region];Sex;48.1711;75.2667
Atus;2;[Age, Labor force status];Sex;48.1711;75.4394
ACS13;2;[Age, Income];Marital status;44.6111;74.6482
ACS13;2;[Age, Workclass];Marital status;44.6111;74.6933
Fars;2;[ideathday, isex];irace;57.2159;88.7871
ACS13;2;[Citizenship, Age];Marital status;44.6111;74.6584
Fars;2;[ideathday, iage];ihispanic;57.2159;89.2547
Fars;2;[ihispanic, iage];irace;57.2159;92.9402
Ihis;2;[PERNUM, AGE];MARSTAT;23.6195;61.0773
Fars;2;[iage, irace];ihispanic;57.2159;93.9794
Fars;2;[ideathday, ihispanic];irace;57.2159;92.9402
Fars;2;[isex, irace];ihispanic;57.2159;93.9834
Ihis;2;[AGE, YEAR];MARSTAT;23.6195;75.6194
Cup;2;[ZIP, AGE];STATE;16.7809;92.4497
Cup;2;[MINRAMNT, ZIP];STATE;16.7809;92.4497
Cup;2;[ZIP, INCOME];STATE;16.7809;92.4497
Cup;2;[ZIP, NGIFTALL];STATE;16.7809;92.4497
Cup;2;[ZIP, GENDER];STATE;16.7809;92.4497
Fars;1;[iage];ideathmon;57.2159;57.2159
Atus;1;[Race];Citizenship status;85.0525;86.5202
ACS13;1;[Education];Citizenship;83.9258;83.9258
Adult;1;[native-country];sex;67.5685;67.5685
ACS13;1;[Sex];Education;17.5817;17.829
Atus;1;[Labor force status];Sex;48.1711;55.8408
Cup;1;[NGIFTALL];MINRAMNT;37.0754;42.4505
Adult;1;[sex];marital-status;46.6315;56.0208
Ihis;1;[MARSTAT];PERNUM;38.6646;46.5891
Adult;1;[salary-class];marital-status;46.6315;51.9031
ACS13;1;[Income];Marital status;44.6111;56.9982
Atus;1;[Birthplace];Citizenship status;85.0525;95.4146
ACS13;1;[Education];Age;1.7737;13.5147
ACS13;1;[Education];Income;69.9265;82.3645
Ihis;1;[AGE];PERNUM;38.6646;50.3255
ACS13;1;[Age];Income;69.9265;85.797
ACS13;1;[Age];Education;17.5817;35.7163
ACS13;1;[Education];Workclass;40.0276;58.868
Adult;1;[age];marital-status;46.6315;61.8958
Atus;1;[Age];Marital status;38.4143;57.7274
Fars;1;[ihispanic];iinjury;42.7841;64.029
Fars;1;[irace];iinjury;42.7841;64.029
Fars;1;[ideathday];iinjury;42.7841;64.029
Fars;1;[ideathmon];iinjury;42.7841;64.029
ACS13;1;[Age];Workclass;40.0276;65.5671
Atus;1;[Age];Sex;48.1711;75.3476
Fars;1;[iinjury];irace;57.2159;88.6276
ACS13;1;[Age];Marital status;44.6111;74.6482
Fars;1;[ideathmon];irace;57.2159;88.7098
Fars;1;[ideathday];ihispanic;57.2159;89.2547
Fars;1;[ideathday];irace;57.2159;88.7871
Fars;1;[irace];ihispanic;57.2159;93.9854
Fars;1;[ihispanic];irace;57.2159;92.9402
Ihis;1;[AGE];MARSTAT;23.6195;59.8545
Cup;1;[ZIP];STATE;16.7809;92.4497
