66;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
67;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
68;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
69;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
70;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
71;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
72;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
73;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
74;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
75;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
76;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
77;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
78;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
79;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
80;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
81;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
82;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
83;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
84;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
85;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
86;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
87;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
88;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
89;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
90;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
91;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
92;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
93;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
94;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
95;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
96;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
97;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
98;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
99;[50, 100[;[0, 100[;[0, 200[;[0, 400[;[0, 800[;*
100;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
101;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
102;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
103;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
104;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
105;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
106;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
107;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
108;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
109;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
110;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
111;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
112;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
113;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
114;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
115;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
116;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
117;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
118;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
119;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
120;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
121;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
122;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
123;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
124;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
125;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
126;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
127;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
128;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
129;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
130;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
131;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
132;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
133;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
134;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
135;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
136;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
137;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
138;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
139;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
140;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
141;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
142;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
143;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
144;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
145;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
146;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
147;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
148;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
149;[100, 150[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
150;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
151;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
152;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
153;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
154;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
155;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
156;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
157;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
158;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
159;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
160;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
161;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
162;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
163;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
164;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
165;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
166;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
167;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
168;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
169;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
170;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
171;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
172;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
173;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
174;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
175;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
176;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
177;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
178;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
179;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
180;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
181;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
182;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
183;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
184;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
185;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
186;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
187;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
188;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
189;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
190;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
191;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
192;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
193;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
194;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
195;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
196;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
197;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
198;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
199;[150, 200[;[100, 200[;[0, 200[;[0, 400[;[0, 800[;*
200;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
201;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
202;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
203;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
204;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
205;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
206;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
207;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
208;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
209;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
210;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
211;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
212;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
213;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
214;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
215;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
216;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
217;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
218;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
219;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
220;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
221;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
222;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
223;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
224;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
225;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
226;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
227;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
228;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
229;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
230;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
231;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
232;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
233;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
234;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
235;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
236;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
237;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
238;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
239;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
240;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
241;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
242;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
243;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
244;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
245;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
246;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
247;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
248;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
249;[200, 250[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
250;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
251;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
252;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
253;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
254;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
255;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
256;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
257;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
258;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
259;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
260;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
261;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
262;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
263;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
264;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
265;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
266;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
267;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
268;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
269;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
270;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
271;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
272;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
273;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
274;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
275;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
276;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
277;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
278;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
279;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
280;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
281;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
282;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
283;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
284;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
285;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
286;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
287;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
288;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
289;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
290;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
291;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
292;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
293;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
294;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
295;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
296;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
297;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
298;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
299;[250, 300[;[200, 300[;[200, 400[;[0, 400[;[0, 800[;*
300;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
301;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
302;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
303;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
304;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
305;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
306;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
307;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
308;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
309;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
310;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
311;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
312;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
313;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
314;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
315;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
316;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
317;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
318;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
319;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
320;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
321;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
322;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
323;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
324;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
325;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
326;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
327;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
328;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
329;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
330;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
331;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
332;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
333;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
334;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
335;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
336;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
337;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
338;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
339;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
340;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
341;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
342;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
343;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
344;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
345;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
346;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
347;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
348;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
349;[300, 350[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
350;[350, 400[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
351;[350, 400[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
352;[350, 400[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
353;[350, 400[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
354;[350, 400[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
355;[350, 400[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
356;[350, 400[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
357;[350, 400[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
358;[350, 400[;[300, 400[;[200, 400[;[0, 400[;[0, 800[;*
