;;;;;;;Execution time;Execution time;Number of checks;Number of rollups;Number of snapshots;Size of lattice;Information loss;Information loss (Transformation)
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;0.0;15;120000;1.19999072048E11;NaN;1164791.0;189647.0;1156739.0;1164794.0;1.89687841E8;[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;0.0;15;180000;1.79999862666E11;NaN;1627270.0;289179.0;1615303.0;1627272.0;1.89687841E8;[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;0.0;15;240000;2.39999206169E11;NaN;2112466.0;389808.0;2096144.0;2112468.0;1.89687841E8;[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;1.0;15;60000;6.0002639995E10;NaN;45255.0;435.0;44272.0;45258.0;0.09684594390207324;[3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;1.0;15;120000;6.4710118453E10;NaN;46874.0;491.0;45819.0;46875.0;0.09684594390207324;[3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;1.0;15;180000;6.3820051915E10;NaN;46874.0;491.0;45819.0;46875.0;0.09684594390207324;[3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;1.0;15;240000;6.3314899189E10;NaN;46874.0;491.0;45819.0;46875.0;0.09684594390207324;[3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;1.0;15;60000;5.9999269803E10;NaN;313519.0;203867.0;306640.0;313519.0;266743.97415681416;[0, 3, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;1.0;15;120000;1.19999956119E11;NaN;597327.0;388462.0;583523.0;597329.0;266743.97415681416;[0, 3, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;1.0;15;180000;1.8000406796E11;NaN;803029.0;522627.0;781832.0;803029.0;266743.97415681416;[0, 3, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;1.0;15;240000;2.39999156375E11;NaN;1042179.0;677374.0;1014165.0;1042180.0;266743.97415681416;[0, 3, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;1.0;15;60000;5.9999883153E10;NaN;506223.0;11046.0;503048.0;506226.0;9.4632815E7;[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;1.0;15;120000;1.19999583241E11;NaN;932875.0;24860.0;926957.0;932876.0;9.4632815E7;[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;1.0;15;180000;1.8000007862E11;NaN;1324736.0;39922.0;1316142.0;1324737.0;9.4632815E7;[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;1.0;15;240000;2.40004808311E11;NaN;1692700.0;59380.0;1681588.0;1692708.0;9.4632815E7;[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;0.0;20;30000;3.0003513816E10;NaN;133135.0;13982.0;129572.0;133137.0;0.5819458785913838;[5, 3, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 0, 1, 1, 1, 1, 1, 9, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;0.0;20;40000;4.0004223379E10;NaN;183180.0;19375.0;178320.0;183187.0;0.5501975936908565;[5, 3, 2, 1, 1, 1, 2, 2, 2, 1, 1, 0, 1, 1, 0, 1, 1, 1, 9, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;0.0;20;50000;5.0002880658E10;NaN;226191.0;23550.0;220203.0;226195.0;0.5501975936908565;[5, 3, 2, 1, 1, 1, 2, 2, 2, 1, 1, 0, 1, 1, 0, 1, 1, 1, 9, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;0.0;20;60000;6.0003212338E10;NaN;267790.0;27055.0;260644.0;267792.0;0.5501975936908565;[5, 3, 2, 1, 1, 1, 2, 2, 2, 1, 1, 0, 1, 1, 0, 1, 1, 1, 9, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;0.0;20;30000;3.0002880637E10;NaN;94222.0;6310.0;90948.0;94227.0;891562.4755789154;[1, 3, 3, 2, 2, 2, 1, 2, 1, 1, 1, 0, 1, 1, 0, 2, 2, 2, 9, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;0.0;20;40000;4.0016074416E10;NaN;127658.0;8587.0;123255.0;127658.0;872587.9428279746;[1, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 0, 2, 2, 0, 2, 2, 2, 9, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;0.0;20;50000;5.0000698272E10;NaN;157601.0;10640.0;152184.0;157606.0;872587.9428279746;[1, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 0, 1, 1, 0, 2, 2, 2, 9, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;0.0;20;60000;5.9999915428E10;NaN;193178.0;13043.0;186570.0;193178.0;872587.9428279746;[1, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 0, 1, 1, 0, 2, 2, 2, 9, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;0.0;20;30000;2.9999713389E10;NaN;360876.0;13646.0;360775.0;360881.0;3.33411795E8;[3, 3, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;0.0;20;40000;3.9999948163E10;NaN;481765.0;18327.0;481664.0;481768.0;3.33411795E8;[3, 3, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;0.0;20;50000;5.0002056217E10;NaN;575291.0;22270.0;574870.0;575292.0;3.33411795E8;[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;0.0;20;60000;5.9999681841E10;NaN;651816.0;25737.0;650908.0;651818.0;3.33411795E8;[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;1.0;20;300000;2.99999586878E11;NaN;305113.0;2193.0;299650.0;305116.0;0.16486093382477018;[4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;1.0;20;400000;4.00000165151E11;NaN;400203.0;3077.0;393295.0;400208.0;0.16486093382477018;[4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;1.0;20;500000;5.00000307262E11;NaN;476216.0;4111.0;468357.0;476222.0;0.16486093382477018;[4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;1.0;20;600000;6.00000280214E11;NaN;571980.0;5292.0;563048.0;571984.0;0.16486093382477018;[4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;1.0;20;300000;3.00002801239E11;NaN;910599.0;69168.0;879551.0;910600.0;521742.45378327556;[1, 3, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 8, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;1.0;20;400000;3.99999846401E11;NaN;1192573.0;91450.0;1152331.0;1192573.0;521742.45378327556;[1, 3, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 8, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;1.0;20;500000;5.00003997258E11;NaN;1472776.0;113509.0;1423728.0;1472779.0;521742.45378327556;[1, 3, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 8, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;1.0;20;600000;6.00000678699E11;NaN;1760181.0;133801.0;1704853.0;1760181.0;521742.45378327556;[1, 3, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 8, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;1.0;20;300000;2.9999950375E11;NaN;2480196.0;108637.0;2477268.0;2480197.0;1.86125461E8;[3, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;1.0;20;400000;3.99999653905E11;NaN;3230138.0;148067.0;3225806.0;3230141.0;1.86125461E8;[3, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;1.0;20;500000;4.99999899194E11;NaN;3948122.0;186114.0;3942862.0;3948124.0;1.86125461E8;[3, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;1.0;20;600000;5.99999568787E11;NaN;4681263.0;226942.0;4674794.0;4681266.0;1.86125461E8;[3, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;0.0;25;30000;3.0002983705E10;NaN;145586.0;8108.0;142823.0;145589.0;0.5788890713894155;[5, 3, 3, 0, 0, 0, 2, 1, 2, 2, 2, 2, 2, 0, 2, 1, 1, 1, 9, 1, 1, 1, 1, 3, 3]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;0.0;25;60000;5.9999910366E10;NaN;294564.0;15653.0;289194.0;294567.0;0.5788890713767847;[5, 3, 3, 1, 0, 0, 2, 0, 2, 2, 2, 2, 2, 0, 2, 1, 1, 1, 9, 1, 1, 1, 1, 3, 3]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;0.0;25;300000;3.01862729756E11;NaN;1434640.0;87492.0;1408943.0;1434648.0;0.5617388037949556;[5, 3, 3, 1, 0, 1, 1, 0, 2, 1, 2, 2, 2, 1, 2, 1, 1, 1, 9, 1, 1, 1, 1, 2, 3]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;0.0;25;450000;4.50000003522E11;NaN;2132915.0;137943.0;2094763.0;2132918.0;0.5598263531389829;[5, 3, 3, 1, 0, 0, 2, 0, 1, 2, 2, 2, 2, 0, 2, 1, 1, 1, 9, 1, 1, 1, 1, 3, 3]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;0.0;25;600000;6.00000104661E11;NaN;2899986.0;183564.0;2848102.0;2899988.0;0.5428831493240405;[5, 3, 3, 1, 0, 1, 1, 0, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 9, 1, 1, 1, 1, 2, 3]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;0.0;25;30000;3.0001105101E10;NaN;102386.0;17782.0;99385.0;102395.0;1160778.0124391487;[2, 3, 3, 2, 2, 2, 1, 2, 2, 1, 1, 0, 2, 1, 1, 2, 2, 2, 9, 2, 1, 1, 1, 3, 3]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;0.0;25;60000;5.9999675481E10;NaN;216995.0;37695.0;210869.0;216995.0;1160778.0124391487;[2, 3, 3, 2, 2, 2, 1, 2, 2, 1, 1, 0, 2, 1, 1, 2, 2, 2, 9, 2, 1, 1, 1, 3, 3]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;0.0;25;300000;2.99999081727E11;NaN;1067180.0;184854.0;1037942.0;1067182.0;1141803.4796882079;[2, 3, 3, 2, 2, 2, 1, 2, 1, 1, 1, 0, 2, 2, 1, 2, 2, 2, 9, 2, 1, 1, 1, 3, 3]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;0.0;25;450000;4.50003328611E11;NaN;1633352.0;282906.0;1588703.0;1633355.0;1122828.9469372672;[2, 3, 3, 1, 2, 2, 1, 2, 1, 1, 1, 0, 2, 1, 1, 2, 2, 2, 9, 2, 1, 1, 1, 3, 3]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;0.0;25;600000;5.9999927403E11;NaN;2031232.0;351500.0;1975765.0;2031232.0;1122828.9469372672;[2, 3, 3, 1, 2, 2, 1, 2, 1, 1, 1, 0, 1, 1, 1, 2, 2, 2, 9, 2, 1, 1, 1, 3, 3]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;0.0;25;30000;3.0004641027E10;NaN;97386.0;6003.0;93355.0;97387.0;3.09772925E8;[5, 3, 1, 2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 9, 1, 1, 1, 1, 2, 3]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;0.0;25;60000;6.0002092717E10;NaN;197576.0;12225.0;189497.0;197579.0;3.09772925E8;[5, 3, 1, 2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 9, 1, 1, 1, 1, 2, 3]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;0.0;25;300000;2.99999914177E11;NaN;962252.0;59690.0;923199.0;962258.0;3.09772925E8;[5, 3, 1, 2, 2, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 9, 1, 1, 1, 1, 2, 3]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;0.0;25;450000;4.49999120156E11;NaN;2036186.0;139192.0;1988763.0;2036187.0;3.09772925E8;[5, 3, 1, 2, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 9, 1, 1, 1, 1, 2, 3]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;0.0;25;600000;6.00003583434E11;NaN;2675361.0;181854.0;2609589.0;2675366.0;3.09772925E8;[5, 3, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 9, 1, 1, 1, 1, 2, 3]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;1.0;25;10000;1.0000026164E10;NaN;9632.0;9.0;9291.0;9633.0;0.18404455614473614;[5, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;1.0;25;15000;1.500039692E10;NaN;14846.0;19.0;14389.0;14856.0;0.18404455614473614;[5, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;1.0;25;20000;2.0000111854E10;NaN;20721.0;27.0;20153.0;20723.0;0.18404455614473614;[5, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;1.0;25;25000;2.4999968228E10;NaN;26637.0;32.0;25973.0;26642.0;0.18404455614473614;[5, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;1.0;25;30000;2.9999842759E10;NaN;32576.0;39.0;31850.0;32589.0;0.18404455614473614;[5, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;1.0;25;10000;9.999493537E9;NaN;26482.0;4472.0;25550.0;26482.0;647894.5763068438;[2, 3, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 8, 1, 1, 0, 1, 1, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;1.0;25;15000;1.4999994597E10;NaN;47102.0;8100.0;45614.0;47102.0;647894.5763068438;[2, 3, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 8, 1, 1, 0, 1, 1, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;1.0;25;20000;2.0006679628E10;NaN;65537.0;11303.0;63548.0;65539.0;647894.5763068438;[2, 3, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 8, 1, 1, 0, 1, 1, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;1.0;25;25000;2.500170149E10;NaN;83849.0;14520.0;81364.0;83851.0;647894.5763068438;[2, 3, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 8, 1, 1, 0, 1, 1, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;1.0;25;30000;2.9999965567E10;NaN;106569.0;18502.0;103466.0;106571.0;647894.5763068438;[2, 3, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 8, 1, 1, 0, 1, 1, 2]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;1.0;25;10000;9.999961396E9;NaN;77938.0;3075.0;77787.0;77943.0;1.77999197E8;[5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9, 1, 1, 1, 1, 1, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;1.0;25;15000;1.4999965398E10;NaN;123893.0;5303.0;123742.0;123898.0;1.77999197E8;[5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9, 1, 1, 1, 1, 1, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;1.0;25;20000;1.9999052162E10;NaN;168675.0;7470.0;168524.0;168679.0;1.77999197E8;[5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9, 1, 1, 1, 1, 1, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;1.0;25;25000;2.4999173246E10;NaN;212615.0;9530.0;212464.0;212622.0;1.77999197E8;[5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9, 1, 1, 1, 1, 1, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;1.0;25;30000;2.999912548E10;NaN;258313.0;11358.0;258162.0;258321.0;1.77999197E8;[5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9, 1, 1, 1, 1, 1, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;0.0;30;30000;3.0006342694E10;NaN;76653.0;2747.0;74861.0;76656.0;0.6524280547669683;[5, 5, 3, 3, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 1, 2, 1, 1, 1, 9, 1, 1, 1, 1, 3, 3, 4, 3, 4, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;0.0;30;60000;5.9999689465E10;NaN;194782.0;8192.0;191208.0;194784.0;0.6357857557173934;[5, 5, 3, 3, 1, 1, 1, 2, 1, 2, 2, 1, 2, 2, 1, 2, 1, 1, 1, 9, 1, 1, 1, 1, 3, 3, 4, 3, 4, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;0.0;30;300000;3.00000091074E11;NaN;1052508.0;56778.0;1035549.0;1052513.0;0.6175417074950462;[5, 5, 3, 3, 1, 1, 1, 2, 1, 2, 2, 1, 2, 2, 1, 2, 1, 1, 1, 9, 1, 1, 1, 1, 2, 3, 4, 3, 4, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;0.0;30;450000;4.50001994611E11;NaN;1585740.0;90171.0;1560390.0;1585745.0;0.6058052537057965;[5, 5, 3, 3, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 1, 9, 1, 1, 1, 1, 2, 3, 4, 4, 4, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Loss;0.0;30;600000;5.99999698957E11;NaN;2100573.0;124599.0;2066636.0;2100576.0;0.6058052537057965;[5, 5, 3, 3, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 1, 9, 1, 1, 1, 1, 2, 3, 4, 4, 4, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;0.0;30;30000;3.0002688311E10;NaN;26278.0;4200.0;23922.0;26278.0;2268105.680666896;[5, 2, 3, 3, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 9, 1, 1, 1, 1, 3, 3, 4, 4, 4, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;0.0;30;60000;6.0005417966E10;NaN;75007.0;12479.0;70065.0;75007.0;2268105.680666896;[5, 2, 3, 3, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 9, 1, 1, 1, 1, 3, 3, 4, 4, 4, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;0.0;30;300000;2.99999322328E11;NaN;449692.0;74947.0;427170.0;449692.0;2268105.680666896;[5, 2, 3, 3, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 9, 1, 1, 1, 1, 3, 3, 4, 4, 4, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;0.0;30;450000;4.50004018854E11;NaN;690680.0;115682.0;658175.0;690684.0;2249131.147915955;[5, 2, 3, 3, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 2, 2, 9, 1, 1, 1, 1, 3, 3, 4, 4, 4, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic non-uniform entropy;0.0;30;600000;6.00003524994E11;NaN;947781.0;158199.0;903457.0;947782.0;2249131.147915955;[5, 2, 3, 3, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 2, 2, 9, 1, 1, 1, 1, 3, 3, 4, 4, 4, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;0.0;30;30000;3.0004750281E10;NaN;106521.0;14096.0;104633.0;106525.0;2.91158773E8;[5, 5, 3, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 9, 2, 1, 1, 1, 2, 3, 4, 4, 4, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;0.0;30;60000;5.9999828961E10;NaN;251677.0;32771.0;248506.0;251678.0;2.91158773E8;[5, 5, 3, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 9, 2, 1, 2, 1, 2, 3, 4, 4, 4, 1]
Heurakles;SS13ACS_SEMANTIC;[k];Non-monotonic discernability;0.0;30;450000;4.49999962096E11;NaN;2102120.0;263962.0;2085025.0;2102123.0;2.91158773E8;[5, 5, 3, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 9, 2, 1, 1, 1, 2, 3, 4, 4, 4, 1]
